id,brand,gym_name,street_address,postal_code,city,region,country,homepage,instagram,latitude,longitude,bouldering,lead,top_rope,moonboard,kilterboard,spraywall,continent,grading_type,last_verified,status,status_date,successor_id
fr-arkose-montreuil,Arkose,Arkose Montreuil,Rue du Progrès 33,93100,Montreuil,Île-de-France,France,https://arkose.com,@arkose.climbing,48.8516526,2.4192138,true,false,false,,,,Europe,,2026-06-13,,,
fr-arkose-pont-de-sevres,Arkose,Arkose Pont de Sèvres,,,Sèvres,Île-de-France,France,https://pontdesevres.arkose.com,@arkose.climbing,,,true,false,false,,,,Europe,,2026-06-13,,,
fr-arkose-bordeaux,Arkose,Arkose Bordeaux,Cours du Médoc,33300,Bordeaux,Nouvelle-Aquitaine,France,https://arkose.com,@arkose.climbing,44.8629974,-0.5730148,true,false,false,,,,Europe,,2026-06-13,,,
fr-arkose-lyon,Arkose,Arkose Lyon,,,Lyon,Auvergne-Rhône-Alpes,France,https://arkose.com,@arkose.climbing,,,true,false,false,,,,Europe,,2026-06-13,,,
fr-arkose-villeurbanne,Arkose,Arkose Villeurbanne,,,Villeurbanne,Auvergne-Rhône-Alpes,France,https://arkose.com,@arkose.climbing,,,true,false,false,,,,Europe,,2026-06-13,,,
fr-verticalart-pigalle,Vertical'Art,Vertical'Art Paris Pigalle,,,Paris,Île-de-France,France,https://www.vertical-art.fr,@va_climbing_pigalle,,,true,false,false,,,,Europe,,2026-06-13,,,
fr-verticalart-chevaleret,Vertical'Art,Vertical'Art Paris Chevaleret,,,Paris,Île-de-France,France,https://www.vertical-art.fr,@verticalart_climbing,,,true,false,false,,,,Europe,,2026-06-13,,,
fr-verticalart-sqy,Vertical'Art,Vertical'Art SQY,,,Montigny-le-Bretonneux,Île-de-France,France,https://montigny.vertical-art.fr,@verticalart_climbing,,,true,false,false,,,,Europe,,2026-06-13,,,
fr-verticalart-rungis,Vertical'Art,Vertical'Art Rungis,Rue des Solets 113,94150,Rungis,Île-de-France,France,https://rungis.vertical-art.fr,@va_climbing_rungis,48.7417418,2.3501200,true,false,false,,,,Europe,,2026-06-14,,,
fr-verticalart-nantes,Vertical'Art,Vertical'Art Nantes,Rue d'Athènes,44305,Nantes,Pays de la Loire,France,https://nantes.vertical-art.fr,@va_climbing_nantes,47.2492613,-1.5024890,true,false,false,,,,Europe,,2026-06-13,,,
fr-verticalart-lille,Vertical'Art,Vertical'Art Lille,Rue Paul Langevin 2bis,59260,Lille,Hauts-de-France,France,https://lille.vertical-art.fr,@va_climbing_lille,50.6170023,3.1020651,true,false,false,,,,Europe,,2026-06-13,,,
fr-verticalart-toulon,Vertical'Art,Vertical'Art Toulon,Avenue Lavoisier,83160,Toulon,Provence-Alpes-Côte d'Azur,France,https://toulon.vertical-art.fr,@verticalart_climbing,43.1383924,5.9990624,true,false,false,,,,Europe,,2026-06-13,,,
fr-verticalart-dijon,Vertical'Art,Vertical'Art Dijon,Rue Nicolas Cugnot 17,21300,Dijon,Bourgogne-Franche-Comté,France,https://www.vertical-art.fr,@va_climbing_dijon,47.2945893,5.0227355,true,false,false,,,,Europe,,2026-06-13,,,
fr-verticalart-grenoble,Vertical'Art,Vertical'Art Grenoble,Rue des Glairons 41,38400,Grenoble,Auvergne-Rhône-Alpes,France,https://www.vertical-art.fr,@va_climbing_grenoble,45.1859145,5.7679530,true,false,false,,,,Europe,,2026-06-13,,,
fr-verticalart-lemans,Vertical'Art,Vertical'Art Le Mans,Boulevard Estienne d'Orves 30,72100,Le Mans,Pays de la Loire,France,https://www.vertical-art.fr,@va_climbing_lemans,47.9846618,0.1834390,true,false,false,,,,Europe,,2026-06-13,,,
fr-verticalart-brest,Vertical'Art,Vertical'Art Brest,Avenue Baron Lacrosse 8,29850,Gouesnou,Bretagne,France,https://www.vertical-art.fr,@va_climbing_brest,48.4272570,-4.4614839,true,false,false,,,,Europe,,2026-06-13,,,
fr-climbup-paris-porte-italie,Climb Up,Climb Up Paris Porte d'Italie,Avenue de la Porte d'Italie 18,75013,Paris,Île-de-France,France,https://paris-porteditalie.climb-up.fr,@climb_up_paris,48.8167715,2.3595911,true,true,false,,,,Europe,,2026-06-13,,,
fr-climbup-aubervilliers,Climb Up,Climb Up Aubervilliers,Avenue Victor Hugo 111,93300,Aubervilliers,Île-de-France,France,https://aubervilliers.climb-up.fr,@climb_up_officiel,48.9074505,2.3749419,true,true,true,,,,Europe,,2026-06-13,,,
fr-climbup-saint-etienne,Climb Up,Climb Up Saint-Étienne,9 Esplanade Bénevent,42000,Saint-Étienne,Auvergne-Rhône-Alpes,France,https://www.climb-up.fr,@climb_up_saint_etienne,45.4626103,4.3945224,true,true,true,,,,Europe,,2026-06-13,,,
fr-climbup-orleans-saran,Climb Up,Climb Up Orléans (Saran),Allée de l'Orée de la Forêt,45770,Saran,Centre-Val de Loire,France,https://climbup.fr,@climb_up_officiel,47.9590902,1.8930402,true,true,true,,,,Europe,,2026-06-13,,,
fr-blockout-paris,Block'Out,Block'Out Paris,,,Saint-Ouen,Île-de-France,France,https://www.blockout.fr/paris,@blockoutparis,,,true,true,false,,,,Europe,,2026-06-13,,,
fr-blockout-strasbourg,Block'Out,Block'Out Strasbourg,Rue Alexandre Dumas,67200,Strasbourg,Grand Est,France,https://www.blockout.fr,@blockoutstrasbourg,48.5905258,7.6993380,true,true,false,,,,Europe,,2026-06-13,,,
fr-blockout-nantes,Block'Out,Block'Out Nantes,Chemin Montplaisir,44100,Nantes,Pays de la Loire,France,https://www.blockout.fr,@blockoutnantes,47.1988485,-1.6111101,true,true,false,,,,Europe,,2026-06-13,,,
fr-blockout-vitrolles,Block'Out,Block'Out Vitrolles,Chemin de la Bastide Blanche Bâtiment F,13127,Vitrolles,Provence-Alpes-Côte d'Azur,France,https://www.blockout.fr,@blockoutvitrolles,43.4282878,5.2649186,true,true,false,,,,Europe,,2026-06-13,,,
nl-monk-eindhoven,Monk,Monk Bouldergym Eindhoven,,,Eindhoven,Noord-Brabant,Netherlands,https://monk.nl,@monk_eindhoven,,,true,false,false,,,,Europe,,2026-06-13,,,
nl-monk-amsterdam,Monk,Monk Bouldergym Amsterdam,Aambeeldstraat 26,1021 KB,Amsterdam,Noord-Holland,Netherlands,https://monk.nl/amsterdam,@monk_amsterdam,52.3834746,4.9292779,true,false,false,,,,Europe,,2026-06-13,,,
nl-monk-rotterdam,Monk,Monk Bouldergym Rotterdam,Ceintuurbaan 183,3051 KC,Rotterdam,Zuid-Holland,Netherlands,https://monk.nl,@monk_rotterdam,51.9416564,4.4734028,true,false,false,,,,Europe,,2026-06-14,,,
nl-monk-hilversum,Monk,Monk Bouldergym Hilversum,,,Hilversum,Noord-Holland,Netherlands,https://monk.nl,@monk_hilversum,,,true,false,false,,,,Europe,,2026-06-14,,,
nl-sterk-utrecht,Sterk,Boulderhal Sterk,Koningin Wilhelminalaan 4,3527 LD,Utrecht,Utrecht,Netherlands,https://www.boulderhalsterk.nl,@boulderhal_sterk,52.0762466,5.1082856,true,false,false,,,,Europe,,2026-06-13,,,
nl-beest-bosenlommer,Beest,Beest Boulders,Willem de Zwijgerlaan 338B,1055 RD,Amsterdam,Noord-Holland,Netherlands,https://beest.amsterdam,@beest.amsterdam,52.3821174,4.8592893,true,false,false,,,,Europe,,2026-06-13,,,
nl-beest-hetlab,Beest,Beest Boulders Het Lab,Transformatorweg 32,1014 AK,Amsterdam,Noord-Holland,Netherlands,https://beest.amsterdam,@beest.amsterdam,52.3923080,4.8512404,true,false,false,,,,Europe,,2026-06-13,,,
nl-mountainnetwork-amsterdam,Mountain Network,Klimhal Amsterdam,,,Amsterdam,Noord-Holland,Netherlands,https://www.climbingnetwork.nl,,,,true,true,true,,,,Europe,,2026-06-13,,,
be-bleau-gent,Bleau,Klimzaal Bleau,Campinglaan 2,9000,Gent,Oost-Vlaanderen,Belgium,https://www.bleau.be,@klimzaalbleau,51.0496167,3.6811482,true,true,true,,,,Europe,,2026-06-13,,,
be-monk-hasselt,Monk,Monk Bouldergym Hasselt,Sint-Jozefsstraat 10.1.1,3500,Hasselt,Limburg,Belgium,https://monk.nl,@monk_hasselt,50.9284484,5.3393033,true,false,false,,,,Europe,,2026-06-14,,,
be-klimzaalblok-antwerpen,Klimzaal Blok,Klimzaal Blok,IJskelderstraat 12/1,2660,Antwerpen,Antwerpen,Belgium,https://klimzaalblok.be,,51.1802449,4.3503330,true,false,false,,,,Europe,,2026-06-13,,,
es-sharma-gava,Sharma Climbing,Sharma Climbing Gavà,Carrer Girona 25,8850,Gavà,Catalonia,Spain,https://sharmaclimbing.com,@sharmaclimbingbcngava,41.3011881,2.0126821,true,true,true,,,,Europe,,2026-06-13,,,
es-sharma-barcelona,Sharma Climbing,Sharma Climbing Barcelona,Carrer del Marroc 206,08019,Barcelona,Catalonia,Spain,https://sharmaclimbing.com,@sharmaclimbing,41.4157253,2.2105633,true,true,true,,,,Europe,,2026-06-13,,,
es-sharma-madrid,Sharma Climbing,Sharma Climbing Madrid,,,Madrid,Community of Madrid,Spain,https://sharmaclimbing.com,@sharmaclimbing,,,true,true,true,,,,Europe,,2026-06-13,,,
es-sputnik-las-rozas,Sputnik Climbing,Sputnik Climbing Las Rozas,,,Las Rozas,Community of Madrid,Spain,https://sputnikclimbing.com,@sputnikclimbing,,,true,true,false,,,,Europe,,2026-06-13,,,
es-sputnik-alcobendas,Sputnik Climbing,Sputnik Climbing Alcobendas,Calle de La Granja 100,28108,Alcobendas,Community of Madrid,Spain,https://sputnikclimbing.com,@sputnikclimbing,40.5359814,-3.6566542,true,true,false,,,,Europe,,2026-06-13,,,
es-sputnik-chamberi,Sputnik Climbing,Sputnik Climbing Chamberí,Calle de Vallehermoso 87,28003,Madrid,Community of Madrid,Spain,https://sputnikclimbing.com,@sputnikclimbing,40.4394987,-3.7087577,true,true,false,,,,Europe,,2026-06-13,,,
es-sputnik-legazpi,Sputnik Climbing,Sputnik Climbing Legazpi,,,Madrid,Community of Madrid,Spain,https://sputnikclimbing.com,@sputnikclimbing,,,true,true,false,,,,Europe,,2026-06-13,,,
es-sputnik-guindalera,Sputnik Climbing,Sputnik Climbing Guindalera,,,Madrid,Community of Madrid,Spain,https://sputnikclimbing.com,@sputnikclimbing,,,true,true,false,,,,Europe,,2026-06-13,,,
es-sputnik-berango,Sputnik Climbing,Sputnik Climbing Berango,Kesnea kalea 6,48640,Berango,Basque Country,Spain,https://sputnikclimbing.com,@sputnikclimbing,43.3694261,-2.9939369,true,true,false,,,,Europe,,2026-06-13,,,
es-indoorwall-getafe,Indoorwall,Indoorwall Getafe,Calle Fundidores 27-29,28906,Getafe,Community of Madrid,Spain,https://www.indoorwall.com,@indoorwallmadrid,40.3118631,-3.6946425,true,true,true,,,,Europe,,2026-06-13,,,
es-indoorwall-torrejon,Indoorwall,Indoorwall Torrejón,Avenida del Sol 15,28850,Torrejón de Ardoz,Community of Madrid,Spain,https://www.indoorwall.com,@indoorwallmadrid,40.4505733,-3.4825715,true,true,true,,,,Europe,,2026-06-13,,,
it-rockspot-milano,Rockspot,Rockspot Milano,Via Fantoli 15,20138,Milano,Lombardy,Italy,https://www.rockspot.it,@rockspot_milanoarrampicata,45.4513115,9.2593973,true,true,true,,,,Europe,,2026-06-13,,,
it-rockspot-pero,Rockspot,Rockspot Pero,Via Gramsci 10,20016,Pero,Lombardy,Italy,https://www.rockspot.it,@rockspot_milanoarrampicata,45.5093130,9.0929373,true,true,true,,,,Europe,,2026-06-13,,,
it-bside-torino,B-Side,B-Side Climbing Village,Via Amedeo Ravina 28,10153,Torino,Piedmont,Italy,https://www.bsideclimbing.it,,45.0775394,7.7135753,true,false,false,,,,Europe,,2026-06-13,,,
se-klatterverket-gasverket,Klätterverket,Klätterverket Gasverket,Gasverksvägen 15,115 42,Stockholm,Stockholm,Sweden,https://klatterverket.se,@klatterverket_gasverket,59.3576773,18.0904923,true,true,true,,,,Europe,,2026-06-13,,,
se-klatterverket-sickla,Klätterverket,Klätterverket Sickla,Marcusplatsen 17,131 34,Nacka,Stockholm,Sweden,https://klatterverket.se,@klatterverket_sickla,59.3055679,18.1211641,true,true,true,,,,Europe,,2026-06-13,,,
fi-boulderkeskus-pasila,Boulderkeskus,Boulderkeskus Pasila,Veturitallinkuja 4,520,Helsinki,Uusimaa,Finland,https://www.boulderkeskus.com,@boulderkeskus,60.1959847,24.9324656,true,false,false,,,,Europe,,2026-06-13,,,
fi-boulderkeskus-konala,Boulderkeskus,Boulderkeskus Konala,Ruosilantie 1,390,Helsinki,Uusimaa,Finland,https://www.boulderkeskus.com,@boulderkeskus,60.2368721,24.8595748,true,false,false,,,,Europe,,2026-06-13,,,
fi-boulderkeskus-herttoniemi,Boulderkeskus,Boulderkeskus Herttoniemi,Mekaanikonkatu 15A,880,Helsinki,Uusimaa,Finland,https://www.boulderkeskus.com,@boulderkeskus,60.1997195,25.0412574,true,false,false,,,,Europe,,2026-06-13,,,
fi-boulderkeskus-espoo,Boulderkeskus,Boulderkeskus Espoo,Niittyrinne 2B,2270,Espoo,Uusimaa,Finland,https://www.boulderkeskus.com,@boulderkeskus,60.1664053,24.7023949,true,false,false,,,,Europe,,2026-06-13,,,
fi-boulderkeskus-lauttasaari,Boulderkeskus,Boulderkeskus Lauttasaari (Kino),Lauttasaarentie 10,200,Helsinki,Uusimaa,Finland,https://www.boulderkeskus.com,@boulderkeskus,60.1607784,24.8882924,true,false,false,,,,Europe,,2026-06-13,,,
cz-smichoff-praha,SmíchOFF,Lezecké centrum SmíchOFF,Křížová 6,15000,Praha,Prague,Czech Republic,https://www.lezeckecentrum.cz,,50.0547181,14.4052429,true,true,true,,,,Europe,,2026-06-13,,,
ie-gravity-dublin,Gravity,Gravity Climbing Centre Dublin,Goldenbridge Industrial Estate,D08 HF68,Dublin,Leinster,Ireland,https://www.gravityclimbing.ie,@gravityclimbingcentre,53.3358350,-6.3236231,true,false,false,,,,Europe,,2026-06-13,,,
dk-aalborg-klatreklub,Aalborg Klatreklub,Aalborg Klatreklub,Annebergvej 55,9000,Aalborg,Nordjylland,Denmark,https://www.aalborgklatreklub.dk,@aalborg_klatreklub,57.0502060,9.8981930,true,true,true,,,,Europe,,2026-06-13,,,
dk-norrebro-klatreklub,Nørrebro Klatreklub,Nørrebro Klatreklub,Bragesgade 5,2200,København N,Hovedstaden,Denmark,https://nkk.dk,,55.6994280,12.5434840,true,,,,,,Europe,,2026-06-14,,,
dk-obk-odense,OBK,OBK - Odense Boulderklub,Grønløkkevej 4B,5000,Odense C,Syddanmark,Denmark,https://www.odenseboulder.dk,@odenseboulderklub,55.3923270,10.3637450,true,,,,,,Europe,,2026-06-14,,,
dk-gak-hillerod,GaK Hillerød Klatreklub,GaK Hillerød Klatreklub,Hillerødsholms Allé 2-4,3400,Hillerød,Hovedstaden,Denmark,https://www.gak.dk,@gadevangklatring,,,true,true,true,,,,Europe,,2026-06-13,,,
dk-holstebloc,Holstebloc,Holstebloc,Struervej 32,7500,Holstebro,Midtjylland,Denmark,https://slagteriet.dk/aktorer/holstebloc,,56.3675690,8.6187400,true,false,false,,,,Europe,,2026-06-13,,,
dk-kolding-klatreklub,Kolding Klatreklub,Kolding Klatreklub,Dalbygade 40U,6000,Kolding,Syddanmark,Denmark,https://koldingklatreklub.dk,,55.4832020,9.4764210,true,true,true,,,,Europe,,2026-06-13,,,
dk-dtu-climbing,DTU Climbing,DTU Climbing,Anker Engelunds Vej 1B,2800,Kongens Lyngby,Hovedstaden,Denmark,https://dtuclimbing.dk,,55.7865439,12.5161244,true,false,false,,,,Europe,,2026-06-13,,,
dk-boulder-hulen-esbjerg,Boulder Hulen,Boulder Hulen,Strandby Kirkevej 36,6705,Esbjerg Ø,Syddanmark,Denmark,https://boulderhulen.dk,@boulderhulen,55.4775950,8.4872530,true,false,false,,,,Europe,,2026-06-14,,,
se-klattercentret-telefonplan,Klättercentret,Klättercentret Telefonplan,Tellusgården 24,126 37,Stockholm,Stockholm,Sweden,https://www.klattercentret.se,@klattercentret_telefonplan,,,true,true,true,,,,Europe,,2026-06-13,,,
se-klattercentret-akalla,Klättercentret,Klättercentret Akalla,Vandagatan 3,164 74,Stockholm,Stockholm,Sweden,https://www.klattercentret.se,@klattercentret_akalla,59.4204622,17.9153109,true,true,true,,,,Europe,,2026-06-13,,,
se-klattercentret-solna,Klättercentret,Klättercentret Solna,Banvaktsvägen 20,171 48,Solna,Stockholm,Sweden,https://www.klattercentret.se,@klattercentret,59.3569229,18.0162899,true,true,true,,,,Europe,,2026-06-13,,,
se-klattercentret-goteborg,Klättercentret,Klättercentret Göteborg,Stora Åvägen 1,436 34,Göteborg,Västra Götaland,Sweden,https://www.klattercentret.se,@klattercentret,57.6407764,11.9430442,true,true,true,,,,Europe,,2026-06-13,,,
se-klattercentret-malmo,Klättercentret,Klättercentret Malmö,Kopparbergsgatan 8,214 44,Malmö,Skåne,Sweden,https://www.klattercentret.se,@klattercentret,55.5873804,13.0250921,true,true,true,,,,Europe,,2026-06-13,,,
se-klattercentret-uppsala,Klättercentret,Klättercentret Uppsala,,,Uppsala,Uppsala,Sweden,https://www.klattercentret.se,@klattercentret,,,true,true,true,,,,Europe,,2026-06-13,,,
se-klattercentret-vasteras,Klättercentret,Klättercentret Västerås,Stenbygatan 3a,721 36,Västerås,Västmanland,Sweden,https://www.klattercentret.se,@klattercentret,59.6368306,16.5671504,true,true,true,,,,Europe,,2026-06-13,,,
se-klattercentret-helsingborg,Klättercentret,Klättercentret Helsingborg,,,Helsingborg,Skåne,Sweden,https://www.klattercentret.se,@klattercentret,,,true,true,true,,,,Europe,,2026-06-13,,,
se-klatterlabbet-goteborg,Klätterlabbet,Klätterlabbet Centrum (Fysiken),Elektrovägen 1,412 58,Göteborg,Västra Götaland,Sweden,https://fysiken.nu/sv/klatterlabbet/,@klatterlabbet,57.6874882,11.9804590,true,true,true,,,,Europe,,2026-06-13,,,
se-klatterlabbet-partille,Klätterlabbet,Klätterlabbet Partille (Fysiken),,,Partille,Västra Götaland,Sweden,https://fysiken.nu/sv/klatterlabbet/,@klatterlabbet,,,true,true,true,,,,Europe,,2026-06-13,,,
se-boulderingsthlm,Bouldering Sthlm,Bouldering Sthlm,Slakthusgatan 26,121 62,Stockholm,Stockholm,Sweden,https://boulderingstockholm.se,@boulderingsthlm,59.2896483,18.0821129,true,false,false,,,,Europe,,2026-06-13,,,
no-klatreverket-torshov,Klatreverket,Klatreverket Torshov,Myrens verksted 3K,0473,Oslo,Oslo,Norway,https://klatreverket.no,@klatreverket_torshov,59.9348180,10.7593670,true,true,true,,,,Europe,,2026-06-13,,,
no-klatreverket-lokka,Klatreverket,Klatreverket Løkka,Thorvald Meyers gate 9,0555,Oslo,Oslo,Norway,https://klatreverket.no,@klatreverket_lokka,59.9293350,10.7585630,true,false,false,true,true,,Europe,,2026-06-13,,,
no-oslo-klatresenter,Oslo Klatresenter,Oslo Klatresenter,Olaf Helsets vei 5,0694,Oslo,Oslo,Norway,https://www.osloklatresenter.no,@osloklatresenter,59.8666900,10.8420100,true,true,true,,,,Europe,,2026-06-13,,,
no-vulkan-klatresenter,Vulkan Klatresenter,Vulkan Klatresenter,Vulkan,0175,Oslo,Oslo,Norway,https://www.kolsaas.no,@kolsaskk,59.9229349,10.7521397,true,true,true,,,,Europe,,2026-06-13,,,
de-ostbloc-berlin,Ostbloc,Ostbloc,Hauptstraße 13,10317,Berlin,Berlin,Germany,https://www.ostbloc.de,@ostbloc,52.4913944,13.4881283,true,false,false,,,,Europe,,2026-06-13,,,
de-bertablock-berlin,Berta Block,Berta Block,Mühlenstraße 62,13187,Berlin,Berlin,Germany,https://www.bertablock.de,@bertablockboulderhalle,52.5638900,13.4103585,true,false,false,,,,Europe,,2026-06-13,,,
de-cafekraft-nuernberg,Café Kraft,Café Kraft Nürnberg,Gebertstraße 9,90411,Nürnberg,Bayern,Germany,https://www.cafekraft.de,@cafekraft_nuernberg,49.4798339,11.1225412,true,false,false,,,,Europe,,2026-06-13,,,
fr-altissimo-toulouse-montaudran,Altissimo,Altissimo Toulouse Montaudran,Rue Jean Rodier 5,31400,Toulouse,Occitanie,France,https://toulouse-montaudran.altissimo.fr,@altissimoescalade,43.5668198,1.4874717,true,true,true,,,,Europe,,2026-06-13,,,
fr-altissimo-toulouse-portet,Altissimo,Altissimo Toulouse Portet,,,Portet-sur-Garonne,Occitanie,France,https://toulouse-portet.altissimo.fr,@altissimoportet,,,true,true,true,,,,Europe,,2026-06-13,,,
fr-altissimo-toulouse-saint-martin,Altissimo,Altissimo Toulouse Saint-Martin,Rue Marie-Louise Dissard,31300,Toulouse,Occitanie,France,https://toulouse-saint-martin.altissimo.fr,@altissimoescalade,43.6019656,1.3672417,true,true,true,,,,Europe,,2026-06-13,,,
fr-altissimo-albi,Altissimo,Altissimo Albi,Rue Claude Bourgelat 2,81000,Albi,Occitanie,France,https://albi.altissimo.fr,@altissimoescalade,43.9007977,2.1442254,true,true,true,,,,Europe,,2026-06-13,,,
fr-altissimo-montpellier-odysseum,Altissimo,Altissimo Montpellier Odysseum,Allée Ulysse,34965,Montpellier,Occitanie,France,https://www.altissimo.fr,@altissimoescalade,43.6034184,3.9182492,true,true,true,,,,Europe,,2026-06-13,,,
fr-altissimo-montpellier-grabels,Altissimo,Altissimo Montpellier Grabels,Rue de la Treille 1,34790,Grabels,Occitanie,France,https://www.altissimo.fr,@altissimoescalade,43.6474685,3.8015590,true,true,true,,,,Europe,,2026-06-13,,,
fr-altissimo-metz,Altissimo,Altissimo Metz,Rue du Haut Gazon 4,57160,Metz,Grand Est,France,https://www.altissimo.fr,@altissimoescalade,49.0825922,6.1088157,true,true,true,,,,Europe,,2026-06-13,,,
nl-neoliet-utrecht,Neoliet,Neoliet Utrecht,Componistenlaan 6,3451 SX,Utrecht,Utrecht,Netherlands,https://www.neoliet.nl/en/utrecht/,,52.1128319,5.0314177,true,true,true,,,,Europe,,2026-06-13,,,
nl-neoliet-tilburg,Neoliet,Neoliet Tilburg,Sportpark Goirleseweg,,Tilburg,Noord-Brabant,Netherlands,https://www.neoliet.nl/en/tilburg/,,,,true,true,true,,,,Europe,,2026-06-13,,,
nl-neoliet-eindhoven-zuid,Neoliet,Neoliet Eindhoven-Zuid,Genneper Parken,,Eindhoven,Noord-Brabant,Netherlands,https://www.neoliet.nl,,51.4186221,5.4818227,true,true,true,,,,Europe,,2026-06-13,,,
fr-murmur-pantin,MurMur,MurMur Pantin,55 rue Cartier Bresson,93500,Pantin,Île-de-France,France,https://www.murmur.fr,@murmurescalade,48.9029109,2.4012722,true,true,true,,,,Europe,,2026-06-13,,,
fr-murmur-issy,MurMur,MurMur Issy-les-Moulineaux,1-6 boulevard Garibaldi,92130,Issy-les-Moulineaux,Île-de-France,France,https://www.murmur.fr,@murmurescalade,48.8234134,2.2624384,true,true,true,,,,Europe,,2026-06-13,,,
fr-hardbloc-alfortville,Hardbloc,Hardbloc,Rue Parmentier 11,94140,Alfortville,Île-de-France,France,,@hardbloc,48.8074484,2.4121670,true,false,false,,,,Europe,,2026-06-13,,,
fr-antrebloc-grenoble,Antrebloc,Antrebloc,,,Grenoble,Auvergne-Rhône-Alpes,France,https://antrebloc.com,@antrebloc,,,true,false,false,,,,Europe,,2026-06-13,,,
de-derkegel-berlin,Der Kegel,Der Kegel,Revaler Straße 99,10245,Berlin,Berlin,Germany,https://derkegel.de,@derkegel,52.5071646,13.4543918,true,true,false,,,,Europe,,2026-06-13,,,
de-boulderklub-kreuzberg,Boulderklub Kreuzberg,Boulderklub Kreuzberg,Ohlauer Straße 38,10999,Berlin,Berlin,Germany,,@boulderklub_kreuzberg,52.4951304,13.4286748,true,false,false,,,,Europe,,2026-06-13,,,
nl-bjoeks-groningen,Bjoeks,Klimcentrum Bjoeks,Bieskemaar 3,9735 AE,Groningen,Groningen,Netherlands,,@bjoeks,53.2405275,6.6010704,true,true,true,,,,Europe,,2026-06-13,,,
nl-cube-enschede,Cube Bouldergym,Cube Bouldergym,Hoge Bothofstraat 45,7511 ZA,Enschede,Overijssel,Netherlands,https://cubebouldergym.nl,@cubebouldergym,52.2232916,6.9017028,true,false,false,,,,Europe,,2026-06-13,,,
nl-grip-nijmegen,GripBoulderhal,GripBoulderhal,,,Nijmegen,Gelderland,Netherlands,,@gripboulderhal,,,true,false,false,,,,Europe,,2026-06-13,,,
nl-gropo-groningen,Gropo Bouldergym,Gropo Bouldergym,,,Groningen,Groningen,Netherlands,,@gropobouldergym,,,true,false,false,,,,Europe,,2026-06-13,,,
fr-climbingdistrict-batignolles,Climbing District,Climbing District Batignolles,Rue Mstislav Rostropovitch 69,75017,Paris,Île-de-France,France,https://climbingdistrict.com,,48.8911894,2.3105121,true,false,false,,,,Europe,,2026-06-13,,,
fr-climbingdistrict-saint-lazare,Climbing District,Climbing District Saint-Lazare,Rue de Saint-Pétersbourg 26 bis,75008,Paris,Île-de-France,France,https://climbingdistrict.com,,48.8818117,2.3261635,true,false,false,,,,Europe,,2026-06-13,,,
de-element-muenchen,Element Boulders,Element Boulders München,Zielstattstraße 23,81379,München,Bayern,Germany,,@element.muenchen,48.1022007,11.5325848,true,false,false,,,,Europe,,2026-06-13,,,
de-element-essen,Element Boulders,Element Boulders Essen,Haedenkampstraße 73,45143,Essen,Nordrhein-Westfalen,Germany,,@element.essen,51.4552924,6.9853767,true,false,false,,,,Europe,,2026-06-13,,,
de-beta-hannover,Beta Boulderhalle,Beta Boulderhalle Hannover,Gertrud-Knebusch-Straße 15,30167,Hannover,Niedersachsen,Germany,,@betaboulderhallehannover,52.3850954,9.7311956,true,false,false,,,,Europe,,2026-06-13,,,
de-kraftraum-bocholt,Kraftraum,Kraftraum Boulderhalle,,,Bocholt,Nordrhein-Westfalen,Germany,,@kraftraumbocholt,,,true,false,false,,,,Europe,,2026-06-13,,,
nl-sterk-spoor-utrecht,Sterk,Boulderhal Sterk Spoor,Schaverijstraat 52,3534 AS,Utrecht,Utrecht,Netherlands,https://www.boulderhalsterk.nl,@boulderhal_sterk,52.1051887,5.0827563,true,false,false,,,,Europe,,2026-06-13,,,
nl-klimmuur-utrecht,Klimmuur,Klimmuur Utrecht,Vlampijpstraat 79,3534 AR,Utrecht,Utrecht,Netherlands,https://www.deklimmuur.nl,,52.1047366,5.0849583,true,true,true,,,,Europe,,,,,
se-karbin-stockholm,Karbin,Karbin Klätterhall,,,Stockholm,Stockholm,Sweden,https://karbin.com,@karbin_klatterhall,,,true,true,true,,,,Europe,,2026-06-13,,,
no-bergen-klatreklubb,Bergen Klatreklubb,Bergen Klatreklubb (Vestveggen),,,Bergen,Vestland,Norway,,@bergenklatreklubb,,,true,true,true,,,,Europe,,2026-06-13,,,
fr-mroc-villeurbanne,MRoc,MRoc Villeurbanne,Rue Alexis Perroncel,69100,Villeurbanne,Auvergne-Rhône-Alpes,France,https://www.mroc.fr,@mroc.blocbistro,45.7749348,4.8759137,true,false,false,,,,Europe,,2026-06-13,,,
fr-mroc-laennec,MRoc,MRoc Laennec,Rue Auguste Pinton,69008,Lyon,Auvergne-Rhône-Alpes,France,https://www.mroc.fr,@mroc.blocbistro,45.7374655,4.8804561,true,false,false,,,,Europe,,2026-06-13,,,
fr-mroc-part-dieu,MRoc,MRoc Part-Dieu,Rue du Pensionnat 86,69003,Lyon,Auvergne-Rhône-Alpes,France,https://www.mroc.fr,@mroc.blocbistro,45.7546750,4.8584832,true,false,false,,,,Europe,,2026-06-13,,,
fr-espacevertical-grenoble,Espace Vertical,Espace Vertical Grenoble,Rue Victor Lastella 22,38000,Grenoble,Auvergne-Rhône-Alpes,France,,@espacevertical,45.1846475,5.7036481,true,true,true,,,,Europe,,2026-06-13,,,
